timestamp,plate_number,vehicle_type,cross_count,reverse_count
2024-04-29 05:55:01,327705,motorbike,4,0
2024-04-29 06:10:01,324602,pickup,9,0
2024-04-29 06:10:01,339915,pickup,3,1
2024-04-29 06:30:01,,,5,10
2024-04-29 06:25:01,,pickup,0,0
2024-04-29 06:40:01,ฮฉ6547,pickup,2,0
2024-04-29 06:40:01,ฮฐ4581,pickup,2,2
2024-04-29 06:40:01,315234,bus,0,0
2024-04-29 07:10:01,333915,pickup,0,0
2024-04-29 07:15:01,กก588,pickup,1,0
2024-04-29 07:15:01,,truck,0,0
2024-04-29 07:25:01,344726,van,13,10
2024-04-29 07:25:01,ฮข1068,van,1,2
2024-04-29 07:25:01,421631,van,1,0
2024-04-29 07:30:01,550039,tuktuk,0,1
2024-04-29 07:40:01,317134,pickup,1,0
2024-04-29 07:40:01,1นก355,van,0,0
2024-04-29 07:45:01,สก323,tuktuk,1,0
2024-04-29 07:45:01,ฮท7763,bus,13,3
2024-04-29 07:50:01,,,1,1
2024-04-29 07:50:01,,,0,0
2024-04-29 07:50:01,,,0,0
2024-04-29 07:55:01,320211,van,2,1
2024-04-29 08:00:00,344280,pickup,0,0
2024-04-29 08:10:01,,,6,5
2024-04-29 08:15:01,345251,pickup,12,3
2024-04-29 08:30:01,344308,van,6,10
2024-04-29 08:40:01,345275,pickup,5,18
2024-04-29 08:40:01,327705,bus,10,4
2024-04-29 08:45:01,344992,sedan,0,0
2024-04-29 08:55:01,สก2763,tuktuk,2,1
2024-04-29 08:55:01,302422,van,2,3
2024-04-29 09:10:01,320434,pickup,2,3
2024-04-29 09:10:01,สก4165,tuktuk,2,1
2024-04-29 09:10:01,สก1157,tuktuk,0,0
2024-04-29 09:15:01,341406,pickup,0,0
2024-04-29 09:25:01,3กส2212,van,18,5
2024-04-29 09:25:01,ฮภ3643,pickup,1,1
2024-04-29 09:25:01,สศ1130,tuktuk,2,0
2024-04-29 09:45:02,1นจ6479,pickup,2,1
2024-04-29 10:00:01,สก2357,tuktuk,0,1
2024-04-29 10:10:01,สช851,tuktuk,3,2
2024-04-29 10:10:01,สก2879,tuktuk,1,1
2024-04-29 10:15:01,341520,bus,7,1
2024-04-29 10:15:01,สก570,tuktuk,0,2
2024-04-29 10:15:01,สก576,tuktuk,2,2
2024-04-29 10:15:01,สก570,tuktuk,1,3
2024-04-29 10:20:01,,other,4,3
2024-04-29 10:20:01,,bus,0,0
2024-04-29 10:20:01,สก2879,tuktuk,0,0
2024-04-29 10:45:01,1นค8151,sedan,2,0
2024-04-29 10:50:01,7กม6762,pickup,1,3
2024-04-29 10:50:01,สก5815,tuktuk,0,0
2024-04-29 10:50:01,สก1568,tuktuk,0,0
2024-04-29 10:50:01,ส2595,tuktuk,0,1
2024-04-29 10:55:02,สก547,tuktuk,2,3
2024-04-29 11:10:01,สช598,tuktuk,1,0
2024-04-29 11:15:01,สก2879,tuktuk,4,3
2024-04-29 11:35:01,สก547,tuktuk,1,1
2024-04-29 11:40:01,330183,pickup,0,0
2024-04-29 11:40:01,สก350,tuktuk,1,0
2024-04-29 11:40:01,อก5,sedan,3,0
2024-04-29 11:40:01,สก1157,tuktuk,0,1
2024-04-29 11:50:01,,other,0,0
2024-04-29 11:55:01,330050,bus,2,0
2024-04-29 12:25:01,1นข6827,pickup,3,0
2024-04-29 12:30:02,208749,pickup,2,3
2024-04-29 12:55:01,333591,pickup,14,2
2024-04-29 13:00:01,สก4747,tuktuk,2,0
2024-04-29 13:10:01,521135,bus,2,2
2024-04-29 13:10:01,สข1856,other,0,0
2024-04-29 13:20:01,,pickup,18,1
2024-04-29 13:30:01,สช3494,taxi,1,0
2024-04-29 13:30:01,5กน1202,pickup,0,0
2024-04-29 13:35:01,,taxi,1,0
2024-04-29 13:35:01,กบ4275,pickup,0,0
2024-04-29 13:40:02,,pickup,0,0
2024-04-29 13:40:02,,sedan,0,0
2024-04-29 13:45:01,303381,taxi,2,0
2024-04-29 13:45:01,1ก7472,taxi,0,0
2024-04-29 13:45:01,13275,taxi,0,0
2024-04-29 13:45:01,,taxi,0,0
2024-04-29 13:55:01,,suv,1,0
