timestamp_precise,plate_number,vehicle_type,cross_count,reverse_count
2024-07-02 03:11:12.580,ทส5144,taxi,0,0
2024-07-02 03:11:40.333,ฆฉ9227,pickup,0,0
2024-07-02 03:11:42.932,ทห6558,pickup,0,0
2024-07-02 03:12:10.804,มฎ5960,taxi,1,0
2024-07-02 03:12:26.680,ฮช4426,other,0,0
2024-07-02 03:13:32.021,2กฐ1878,sedan,0,0
2024-07-02 03:13:52.016,4กก981,sedan,1,0
2024-07-02 03:14:44.281,มก7283,taxi,0,0
2024-07-02 03:14:58.157,3ก3992,truck,0,0
2024-07-02 03:15:10.518,3ฉ4457,pickup,0,1
2024-07-02 03:19:04.292,ญภ5525,pickup,0,0
2024-07-02 03:19:23.407,กย6118,pickup,0,0
2024-07-02 03:19:36.523,กน774,suv,0,0
2024-07-02 03:20:40.869,มม1445,pickup,0,0
2024-07-02 03:20:53.505,สฐ1564,sedan,0,0
2024-07-02 03:30:29.752,3กท2063,other,0,0
2024-07-02 03:36:30.615,4ขฐ2174,sedan,0,0
2024-07-02 03:43:24.223,กก2754,truck,0,0
2024-07-02 03:44:02.173,1ขธ5190,sedan,0,0
2024-07-02 04:01:47.369,14421,pickup,0,0
2024-07-02 04:02:47.474,2กก2777,pickup,0,0
2024-07-02 04:03:06.467,ก4775,suv,0,0
2024-07-02 04:04:24.805,สศ1071,sedan,1,0
2024-07-02 04:06:35.373,ทอ334,sedan,1,0
2024-07-02 04:08:27.742,ทห8413,sedan,0,0
2024-07-02 04:10:56.144,ฆก3060,sedan,0,0
2024-07-02 04:50:03.400,4ขฉ1036,pickup,0,0
2024-07-02 04:56:08.781,1มค1008,pickup,0,0
2024-07-02 07:57:18.601,ฮบ6495,pickup,0,0
2024-07-02 08:00:53.426,12288,taxi,0,1
2024-07-02 08:06:41.612,334759,truck,0,1
2024-07-02 08:17:07.245,สก3916,tuktuk,1,1
2024-07-02 08:21:04.263,ฮฐ9396,van,0,0
2024-07-02 08:28:42.698,360415,pickup,0,1
2024-07-02 09:13:08.347,มก4400,pickup,0,0
2024-07-02 09:19:29.205,ส0825,tuktuk,1,0
2024-07-02 09:27:12.603,สก1309,tuktuk,1,0
2024-07-02 09:42:32.597,ก2277,truck,0,1
